"~id","~labels","Publication_Year","Reference_ID","Author","Title","URL","Publisher","Version","Schema","Date","Name","Status","Resources_Required","Description","Likelihood_Of_Attack","Typical_Severity","Submission_Name","ExtendedName","Skills_Required_Description","Skills_Required","Abstraction","Submission_Organization","Modifications","Prerequisites","Submission_Date","Mitigations","Examples","Indicators","Notes","Alternate_Terms","Scope"
"550036","CAPEC",,,,,,,,,,"CAPEC-107","Draft","['None: No specialized resources are required to execute this type of attack.']","Cross Site Tracing (XST) enables an adversary to steal the victim's session cookie and possibly other authentication credentials transmitted in the header of the HTTP request when the victim's browser communicates to a destination system's web server.","Medium","Very High","CAPEC Content Team","Cross Site Tracing","['Understanding of the HTTP protocol and an ability to craft a malicious script']","['Medium']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Attack_Prerequisites','Description Summary','Examples-Instances','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Example_Instances','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Example_Instances','Execution_Flow','Related_Attack_Patterns','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['HTTP TRACE is enabled on the web server','The destination system is susceptible to XSS or an adversary can leverage some other weakness to bypass the same origin policy','Scripting is enabled in the client's browser','HTTP is used as the communication protocol between the server and the client']","2014-06-23","['Administrators should disable support for HTTP TRACE at the destination's web server. Vendors should disable TRACE by default.','Patch web browser against known security origin policy bypass exploits.']","['{xhtml:p=[An adversary determines that a particular system is vulnerable to reflected cross-site scripting (XSS) and endeavors to leverage this weakness to steal the victim's authentication cookie. An adversary realizes that since httpOnly attribute is set on the user's cookie','it is not possible to steal it directly with their malicious script. Instead','the adversary has their script use XMLHTTP ActiveX control in the victim's IE browser to issue an HTTP TRACE to the target system's server which has HTTP TRACE enabled. The original HTTP TRACE request contains the session cookie and so does the echoed response. The adversary picks the session cookie from the body of HTTP TRACE response and ships it to the adversary. The adversary then uses the newly acquired victim's session cookie to impersonate the victim in the target system.','In the absence of an XSS weakness on the site with which the victim is interacting','an adversary can get the script to come from the site that they control and get it to execute in the victim's browser (if they can trick the victim's into visiting their malicious website or clicking on the link that they supplies). However','in that case','due to the same origin policy protection mechanism in the browser','the adversary's malicious script cannot directly issue an HTTP TRACE request to the destination system's web server because the malicious script did not originate at that domain. An adversary will then need to find a way to exploit another weakness that would enable them to circumvent the same origin policy protection.]}']",,,,
"550046","CAPEC",,,,,,,,,,"CAPEC-115","Draft","['A client application','such as a web browser','or a scripting language capable of interacting with the target.']","An attacker gains access to application, service, or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism. The attacker is therefore able to access protected data without authentication ever having taken place.",,"Medium","CAPEC Content Team","Authentication Bypass",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-11-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['An authentication mechanism or subsystem implementing some form of authentication such as passwords','digest authentication','security certificates','etc.']","2014-06-23",,,,,,
"550052","CAPEC",,,,,,,,,,"CAPEC-122","Draft","['None: No specialized resources are required to execute this type of attack. The ability to access the target is required.']","An adversary is able to exploit features of the target that should be reserved for privileged users or administrators but are exposed to use by lower or non-privileged accounts. Access to sensitive information and functionality must be controlled to ensure that only authorized users are able to access these resources.","High","Medium","CAPEC Content Team","Privilege Abuse","['Adversary can leverage privileged features they already have access to without additional effort or skill. Adversary is only required to have access to an account with improper priveleges.']","['Low']","Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Consequences','Example_Instances','Likelihood_Of_Attack','Mitigations','Skills_Required','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Skills_Required','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The target must have misconfigured their access control mechanisms such that sensitive information','which should only be accessible to more trusted users','remains accessible to less trusted users.','The adversary must have access to the target','albeit with an account that is less privileged than would be appropriate for the targeted resources.']","2014-06-23","['Configure account privileges such privileged/administrator functionality is not exposed to non-privileged/lower accounts.']","['{xhtml:p=Improperly configured account privileges allowed unauthorized users on a hospital's network to access the medical records for over 3','000 patients. Thus compromising data integrity and confidentiality in addition to HIPAA violations.}']",,,,
"550053","CAPEC",,,,,,,,,,"CAPEC-123","Draft",,"An adversary manipulates an application's interaction with a buffer in an attempt to read or modify data they shouldn't have access to. Buffer attacks are distinguished in that it is the buffer space itself that is the target of the attack rather than any code responsible for interpreting the content of the buffer. In virtually all buffer attacks the content that is placed in the buffer is immaterial. Instead, most buffer attacks involve retrieving or providing more input than can be stored in the allocated buffer, resulting in the reading or overwriting of other unintended program memory.","High","Very High","CAPEC Content Team","Buffer Manipulation",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Activation_Zone','Attack_Motivation-Consequences','Injection_Vector','Payload','Payload_Activation_Impact','Related_Attack_Patterns','Solutions_and_Mitigations','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}']","['The adversary must identify a programmatic means for interacting with a buffer','such as vulnerable C code','and be able to provide input to this interaction.']","2014-06-23","['To help protect an application from buffer manipulation attacks','a number of potential mitigations can be leveraged. Before starting the development of the application','consider using a code language (e.g.','Java) or compiler that limits the ability of developers to act beyond the bounds of a buffer. If the chosen language is susceptible to buffer related issues (e.g.','C) then consider using secure functions instead of those vulnerable to buffer manipulations. If a potentially dangerous function must be used','make sure that proper boundary checking is performed. Additionally','there are often a number of compiler-based mechanisms (e.g.','StackGuard','ProPolice and the Microsoft Visual Studio /GS flag) that can help identify and protect against potential buffer issues. Finally','there may be operating system level preventative functionality that can be applied.']",,,,,
"550069","CAPEC",,,,,,,,,,"CAPEC-136","Draft",,"An attacker manipulates or crafts an LDAP query for the purpose of undermining the security of the target. Some applications use user input to create LDAP queries that are processed by an LDAP server. For example, a user might provide their username during authentication and the username might be inserted in an LDAP query during the authentication process. An attacker could use this input to inject additional commands into an LDAP query that could disclose sensitive information. For example, entering a * in the aforementioned query might return information about all users on the system. This attack is very similar to an SQL injection attack in that it manipulates a query to gather additional information or coerce a particular return value.","High","High","CAPEC Content Team","LDAP Injection","['The attacker needs to have knowledge of LDAP','especially its query syntax.']","['Medium']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attacker_Skills_or_Knowledge_Required','Modification_Date=2018-07-31','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Consequences','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}']","['The target application must accept a string as user input','fail to sanitize characters that have a special meaning in LDAP queries in the user input','and insert the user-supplied string in an LDAP query which is then processed.']","2014-06-23","['Strong input validation - All user-controllable input must be validated and filtered for illegal characters as well as LDAP content.','Use of custom error pages - Attackers can glean information about the nature of queries from descriptive error messages. Input validation must be coupled with customized error pages that inform about an error without disclosing information about the LDAP or application.']","['PowerDNS before 2.9.18','when running with an LDAP backend','does not properly escape LDAP queries','which allows remote attackers to cause a denial of service (failure to answer ldap questions) and possibly conduct an LDAP injection attack. See also: CVE-2005-2301']",,,,
"550075","CAPEC",,,,,,,,,,"CAPEC-141","Draft",,"An attacker exploits the functionality of cache technologies to cause specific data to be cached that aids the attackers' objectives. This describes any attack whereby an attacker places incorrect or harmful material in cache. The targeted cache can be an application's cache (e.g. a web browser cache) or a public cache (e.g. a DNS or ARP cache). Until the cache is refreshed, most applications or clients will treat the corrupted cache value as valid. This can lead to a wide range of exploits including redirecting web browsers towards sites that install malware and repeatedly incorrect calculations based on the incorrect value.","High","High","CAPEC Content Team","Cache Poisoning","['To overwrite/modify targeted cache']","['Medium']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2019-09-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Related_Weaknesses','Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The attacker must be able to modify the value stored in a cache to match a desired value.','The targeted application must not be able to detect the illicit modification of the cache and must trust the cache value in its calculations.']","2014-06-23","['Configuration: Disable client side caching.','Implementation: Listens for query replies on a network','and sends a notification via email when an entry changes.']","['{xhtml:p=[In this example','an attacker sends request to a local DNS server to look up www.example .com. The associated IP address of www.example.com is 1.3.5.7.','Local DNS usually caches IP addresses and do not go to remote DNS every time. Since the local record is not found','DNS server tries to connect to remote DNS for queries. However','before the remote DNS returns the right IP address 1.3.5.7','the attacker floods local DNS with crafted responses with IP address 2.4.6.8. The result is that 2.4.6.8 is stored in DNS cache. Meanwhile','2.4.6.8 is associated with a malicious website www.maliciousexampsle.com','When users connect to www.example.com','the local DNS will direct it to www.maliciousexample.com','this works as part of a Pharming attack.]}']",,,,
"550076","CAPEC",,,,,,,,,,"CAPEC-142","Draft","['The adversary must have the resources to modify the targeted cache. In addition','in most cases the adversary will wish to host the sites to which users will be redirected','although in some cases redirecting to a third party site will accomplish the adversary's goals.']","A domain name server translates a domain name (such as www.example.com) into an IP address that Internet hosts use to contact Internet resources. An adversary modifies a public DNS cache to cause certain names to resolve to incorrect addresses that the adversary specifies. The result is that client applications that rely upon the targeted cache for domain name resolution will be directed not to the actual address of the specified domain name but to some other address. Adversaries can use this to herd clients to sites that install malware on the victim's computer or to masquerade as part of a Pharming attack.","High","High","CAPEC Content Team","DNS Cache Poisoning","['To overwrite/modify targeted DNS cache']","['Medium']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Attack_Prerequisites','Description Summary','Examples-Instances','Payload_Activation_Impact','Related_Vulnerabilities','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['A DNS cache must be vulnerable to some attack that allows the adversary to replace addresses in its lookup table.Client applications must trust the corrupted cashed values and utilize them for their domain name resolutions.']","2014-06-23","['Configuration: Make sure your DNS servers have been updated to the latest versions','Configuration: UNIX services like rlogin','rsh/rcp','xhost','and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.','Configuration: Disable client side DNS caching.']","['{xhtml:p=[In this example','an adversary sends request to a local DNS server to look up www.example .com. The associated IP address of www.example.com is 1.3.5.7.','Local DNS usually caches IP addresses and do not go to remote DNS every time. Since the local record is not found','DNS server tries to connect to remote DNS for queries. However','before the remote DNS returns the right IP address 1.3.5.7','the adversary floods local DNS with crafted responses with IP address 2.4.6.8. The result is that 2.4.6.8 is stored in DNS cache. Meanwhile','2.4.6.8 is associated with a malicious website www.maliciousexampsle.com','When users connect to www.example.com','the local DNS will direct it to www.maliciousexample.com','this works as part of a Pharming attack.]}']",,,,
"550084","CAPEC",,,,,,,,,,"CAPEC-148","Stable","['{xhtml:p=[If the content is to be modified in transit','the adversary requires a tool capable of intercepting the target's communication and generating/creating custom packets to impact the communications.','In some variants','the targeted content is altered so that all or some of it is redirected towards content published by the attacker (for example','images and frames in the target's web site might be modified to be loaded from a source controlled by the attacker). In these cases','the attacker requires the necessary resources to host the replacement content.]}']","An adversary modifies content to make it contain something other than what the original content producer intended while keeping the apparent source of the content unchanged. The term content spoofing is most often used to describe modification of web pages hosted by a target to display the adversary's content instead of the owner's content. However, any content can be spoofed, including the content of email messages, file transfers, or the content of other network communication protocols. Content can be modified at the source (e.g. modifying the source file for a web page) or in transit (e.g. intercepting and modifying a message between the sender and recipient). Usually, the adversary will attempt to hide the fact that the content has been modified, but in some cases, such as with web site defacement, this is not necessary. Content Spoofing can lead to malware exposure, financial fraud (if the content governs financial transactions), privacy violations, and other unwanted outcomes.","Medium","Medium","CAPEC Content Team","Content Spoofing",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Activation_Zone','Attack_Motivation-Consequences','Attack_Prerequisites','Description Summary','Injection_Vector','Payload','Payload_Activation_Impact','Related_Weaknesses','Resources_Required','Typical_Likelihood_of_Exploit','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Prerequisites','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The target must provide content but fail to adequately protect it against modification.The adversary must have the means to alter data to which they are not authorized. If the content is to be modified in transit','the adversary must be able to intercept the targeted messages.']","2014-06-23",,,,,,
"550090","CAPEC",,,,,,,,,,"CAPEC-154","Stable","['None: No specialized resources are required to execute this type of attack.']","An adversary deceives an application or user and convinces them to request a resource from an unintended location. By spoofing the location, the adversary can cause an alternate resource to be used, often one that the adversary controls and can be used to help them achieve their malicious goals.","Medium","Medium","CAPEC Content Team","Resource Location Spoofing",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description Summary','Modification_Date=2015-11-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Motivation-Consequences','Attack_Prerequisites','Solutions_and_Mitigations','Typical_Likelihood_of_Exploit','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description Summary','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2023-01-24','Modification_Name=CAPEC Content Team}']","['None. All applications rely on file paths and therefore','in theory','they or their resources could be affected by this type of attack.']","2014-06-23","['Monitor network activity to detect any anomalous or unauthorized communication exchanges.']",,,,,
"550093","CAPEC",,,,,,,,,,"CAPEC-158","Draft","['A tool with the capability of presenting network communication traffic (e.g.','Wireshark','tcpdump','Cain and Abel','etc.).']","In this attack pattern, the adversary monitors network traffic between nodes of a public or multicast network in an attempt to capture sensitive information at the protocol level. Network sniffing applications can reveal TCP/IP, DNS, Ethernet, and other low-level network communication information. The adversary takes a passive role in this attack pattern and simply observes and analyzes the traffic. The adversary may precipitate or indirectly influence the content of the observed transaction, but is never the intended recipient of the target information.",,"Medium","CAPEC Content Team","Sniffing Network Traffic","['Adversaries can obtain and set up open-source network sniffing tools easily.']","['Low']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Modification_Date=2015-11-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description Summary','Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Activation_Zone','Attack_Motivation-Consequences','Attack_Prerequisites','Attacker_Skills_or_Knowledge_Required','Description Summary','Injection_Vector','Payload','Payload_Activation_Impact','Resources_Required','Solutions_and_Mitigations','Modification_Date=2018-07-31','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The target must be communicating on a network protocol visible by a network sniffing application.','The adversary must obtain a logical position on the network from intercepting target network traffic is possible. Depending on the network topology','traffic sniffing may be simple or challenging. If both the target sender and target recipient are members of a single subnet','the adversary must also be on that subnet in order to see their traffic communication.']","2014-06-23","['Obfuscate network traffic through encryption to prevent its readability by network sniffers.','Employ appropriate levels of segmentation to your network in accordance with best practices.']",,,,,
"550106","CAPEC",,,,,,,,,,"CAPEC-17","Draft","['Ability to communicate synchronously or asynchronously with server that publishes an over-privileged directory','program','or interface. Optionally','ability to capture output directly through synchronous communication or other method such as FTP.']","An attack of this type exploits a system's configuration that allows an adversary to either directly access an executable file, for example through shell access; or in a possible worst case allows an adversary to upload a file and then execute it. Web servers, ftp servers, and message oriented middleware systems which have many integration points are particularly vulnerable, because both the programmers and the administrators must be in synch regarding the interfaces and the correct privileges for each interface.","High","Very High","CAPEC Content Team","Using Malicious Files","['To identify and execute against an over-privileged system interface']","['Low']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Taxonomy_Mappings','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Execution_Flow','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Related_Attack_Patterns','Taxonomy_Mappings','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['System's configuration must allow an attacker to directly access executable files or upload files to execute. This means that any access control system that is supposed to mediate communications between the subject and the object is set incorrectly or assumes a benign environment.']","2014-06-23","['Design: Enforce principle of least privilege','Design: Run server interfaces with a non-root account and/or utilize chroot jails or other configuration techniques to constrain privileges even if attacker gains some limited access to commands.','Implementation: Perform testing such as pen-testing and vulnerability scanning to identify directories','programs','and interfaces that grant direct access to executables.']","['{xhtml:p=[Consider a directory on a web server with the following permissions','This could allow an attacker to both execute and upload and execute programs' on the web server. This one vulnerability can be exploited by a threat to probe the system and identify additional vulnerabilities to exploit.]','xhtml:div={style=margin-left:1em;','text=drwxrwxrwx 5 admin public 170 Nov 17 01:08 webroot','class=informative}}']",,,,
"550109","CAPEC",,,,,,,,,,"CAPEC-173","Stable",,"An adversary is able to disguise one action for another and therefore trick a user into initiating one type of action when they intend to initiate a different action. For example, a user might be led to believe that clicking a button will submit a query, but in fact it downloads software. Adversaries may perform this attack through social means, such as by simply convincing a victim to perform the action or relying on a user's natural inclination to do so, or through technical means, such as a clickjacking attack where a user sees one interface but is actually interacting with a second, invisible, interface.","High","Very High","CAPEC Content Team","Action Spoofing",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Motivation-Consequences','Attack_Prerequisites','Description Summary','Resources_Required','Solutions_and_Mitigations','Typical_Likelihood_of_Exploit','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Mitigations','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2023-01-24','Modification_Name=CAPEC Content Team}']","['The adversary must convince the victim into performing the decoy action.','The adversary must have the means to control a user's interface to present them with a decoy action as well as the actual malicious action. Simple versions of this attack can be performed using web pages requiring only that the adversary be able to host (or control) content that the user visits.']","2014-06-23","['Avoid interacting with suspicious sites or clicking suspicious links.','An organization should provide regular','robust cybersecurity training to its employees.']",,,,,
"550164","CAPEC",,,,,,,,,,"CAPEC-220","Draft","['The adversary must be able to identify the weakness in the utilized protocol and exploit it. This may require a sniffing tool as well as packet creation abilities. The adversary will be aided if they can force the client and/or server to utilize a specific protocol known to contain exploitable weaknesses.']","An adversary takes advantage of weaknesses in the protocol by which a client and server are communicating to perform unexpected actions. Communication protocols are necessary to transfer messages between client and server applications. Moreover, different protocols may be used for different types of interactions.",,"Medium","CAPEC Content Team","Client-Server Protocol Manipulation",,,"Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The client and/or server must utilize a protocol that has a weakness allowing manipulation of the interaction.']","2014-06-23",,,,,,
"550176","CAPEC",,,,,,,,,,"CAPEC-233","Draft",,"An adversary exploits a weakness enabling them to elevate their privilege and perform an action that they are not supposed to be authorized to perform.",,,"CAPEC Content Team","Privilege Escalation",,,"Meta","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Description Summary','Relationships','Type (Category -> Attack_Pattern)','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Taxonomy_Mappings','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Related_Weaknesses','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Abstraction','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Abstraction','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}']",,"2014-06-23",,,,,,
"550198","CAPEC",,,,,,,,,,"CAPEC-253","Draft",,"The attacker forces an application to load arbitrary code files from a remote location. The attacker could use this to try to load old versions of library files that have known vulnerabilities, to load malicious files that the attacker placed on the remote machine, or to otherwise change the functionality of the targeted application in unexpected ways.",,,"CAPEC Content Team","Remote Code Inclusion",,,"Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Prerequisites','Description Summary','Related_Weaknesses','Solutions_and_Mitigations','Modification_Date=2018-07-31','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}']","['Target application server must allow remote files to be included.The malicious file must be placed on the remote machine previously.']","2014-06-23","['Minimize attacks by input validation and sanitization of any user data that will be used by the target application to locate a remote file to be included.']",,,,,
